UniversalMessageId,SocialNetwork,SenderUserId,SenderScreenName,SenderListedName,SenderProfileImgUrl,SenderProfileLink,Sender Followers Count,SenderInfluencerScore,SenderAge,SenderGender,OriginalAuthor,OriginalAuthorProfileLink,Title,Message,MessageType,CreatedTime,Language,LanguageCode,CountryCode,MediaTypeList,Permalink,Domain,Retweets,Tweet Generator,Favorites,ReceiverId,ReceiverScreenName,AssignedBy,AssignedTo,Spam,Status,Intel Location,Intel Product,Star Rating,Priority,Review Source,Experience Score - Message level,Sentiment,Topic Tags,ClientQueues,PartnerQueues,Is incentivized review,Recommended,ClientCustomProps,PartnerCustomProps,Variant,Syndicated text,Is verified review,Is vine review,Is partner review,Is neighbors program review,Is reviewer program review,Was product tried by reviewer,Is sweepstakes entry,Is partner of competition,Is prize draw participant,Is sponsored review,Purchased,Is reviewer seed member,Custom Tags,Action Time,GLOB | Zone,GLOB | Country,GLOB | Brand SF,Data Ingestion import tag,Data Ingestion file Name,Priority,Case Type,GLOB | Universal Inbox Message,GLOB | Case Created on this Message,GLOB | Channel Type,GLOB | Message Privacy,GLOB | For Testing,GLOB | Category,GLOB | Bot Status,GLOB | Team,GLOB | Initiate Handover,GLOB | Language (CF),GLOB | Sourced From Listening,GLOB | Social Channel,GLOB | Issue Type,GLOB | Case Handled By,GLOB | Paid Status,GLOB | Topic Group Matches,GLOB | Topic Matches,GLOB | Theme Matches,Show duplicate reviews,Is review duplicate,GLOB | Status OMNI SF,Intent Name,Proactive Care,Proactive Care Reviewed,Original Google My Business Review,Consumer Contact Number,Product Group,Brand Denomination,Survey Category,GLOB | IG Dark Comment,GLOB | Is message exception?,GLOB | Default Language SF,GLOB | Language OMNI SF,GLOB | Last Sentiment,GLOB | First Sentiment,GLOB | Social Post Tags SF,GLOB | Social Account Name,GLOB | Contact Way Marker SF,GLOB | Contact Way,GLOB | Contact Way Marker OMNI SF,GLOB | Native Messages,GLOB | Engage Instances,GLOB | Case Classification Initial,GLOB | Contact Reason Marker OMNI SF,GLOB | Contact Reason Marker SF,GLOB | Push to Engage Classic,GLOB | Push to Engage Omni,GLOB | Engagement Project (IBS ONLY),GLOB | Nestle Market,GLOB | NBS Center (IBS ONLY),GLOB | Issue Type Sub-Category,GLOB | Positive,GLOB | Negative,GLOB | Neutral,GLOB | IBS Listening Classification,GLOB | IBS Case Classification,GLOB | IBS | Listening Review,GLOB | All Accounts,GLOB | Case Team,GLOB | IBS | NBS MNL | Message Type,Tag Ramadan Campaign,GLOB | IBS | Grade,GLOB | IBS | Type of Mistake,GLOB | IBS | Hide,GLOB | Detractor Flag,GLOB | SBUs,GLOB | Sentiment,Geo Target,Post Id,Associated Cases,Location,Country,State,City,Latitude,Longitude,Sender Email,Message Type,Rating,SubRating,Product,Source Id,Message Title,Moderation Status,Product Code,CampaignName,Category,Trend (Coffee-related),Brand
TWITTER_2_1254751293245014016,TWITTER,3304012364,rexgabxiv,qɐ⅁xǝᴚ,https://pbs.twimg.com/profile_images/1406240088883818497/CRmEe3CM_normal.jpg,,306,55,0,,,,,iced coffee-choco plus gisagulan og milk,Twitter Update,Apr 27 12:36:35 2020,Filipino,tl,PH,,https://www.twitter.com/rexgabxiv/status/1254751293245014016,twitter.com,0,,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Apr 27 12:36:35 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davao, Davao, Philippines",Philippines,Davao,Davao,7.07306,125.61278,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee Chocolate,
TWITTER_2_1305663826780545025,TWITTER,2863848128,jhemcredible,Jheeemar,https://pbs.twimg.com/profile_images/1290299856490074112/wQwIh6_m_normal.jpg,,582,52,0,,,,,Iced coffeee 😍😭,Twitter Update,Sep 15 00:24:49 2020,English,en,PH,,https://twitter.com/jhemcredible/status/1305663826780545025,twitter.com,0,Twitter for iPhone,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Sep 15 00:24:49 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,,"Cagayan de Oro, Northern Mindanao, Philippines",Philippines,Northern Mindanao,Cagayan de Oro,8.48222,124.64722,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_2_1284319512595070976,TWITTER,1038329935398486016,d0nndural,ʀʊֆֆɛĺ 🧟‍♂️,https://pbs.twimg.com/profile_images/1276302058170155008/DNkNheKZ_normal.jpg,,323,45,0,,,,,Iced coffee🥴,Twitter Update,Jul 18 02:50:08 2020,English,en,PH,,https://twitter.com/d0nndural/status/1284319512595070976,twitter.com,0,Twitter for Android,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Jul 18 02:50:08 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,,"Mabini, Cagayan Valley, Philippines",Philippines,Cagayan Valley,Mabini,17.09936,121.73454,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_2_1259877048434061312,TWITTER,2836211634,ExtraJossKing,#OustDu30DogOfChina #FuckThePolice #PNPTerorista,https://pbs.twimg.com/profile_images/1369732412482064385/iLGNCI09_normal.jpg,,402,63,0,OTHER,,,,"if u like peach mango pie, watermelon, cheesecake, chickenjoy, hawaiian pizza, fries, humba, crabs, shrimp, spaghetti, lasagna, aloha burger, iced coffee, and coke zero

lets talk",Twitter Update,May 11 16:04:30 2020,English,en,PH,,https://www.twitter.com/fuuckkface/status/1259877048434061312,twitter.com,0,,1,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,May 11 16:04:30 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ormoc, Eastern Visayas, Philippines",Philippines,Eastern Visayas,Ormoc,11.00639,124.6075,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_2_1350009201976725504,TWITTER,4859251999,hatakezsashie,ヤンデレ,https://pbs.twimg.com/profile_images/1403755611074883584/CZlNlC4N_normal.jpg,,752,68,0,OTHER,,,,Isa ka litro na iced coffee? Hahahaha mamawi tas absent today,Twitter Update,Jan 15 09:17:30 2021,Filipino,tl,PH,,https://twitter.com/YongcoZsashieDy/status/1350009201976725504,twitter.com,0,Twitter for iPhone,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Jan 15 09:17:30 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maramag, Northern Mindanao, Philippines",Philippines,Northern Mindanao,Maramag,7.76333,125.00528,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_2_1256481595743072262,TWITTER,1117364284617478145,enongieee,enong!1!11!!,https://pbs.twimg.com/profile_images/1313200039263526912/zFKC97EN_normal.jpg,,169,50,0,OTHER,,,,isang baso ng cold coffee at fries HAHAHAHAHAHA,Twitter Update,May 02 07:12:11 2020,Filipino,tl,PH,,https://www.twitter.com/EnongVan/status/1256481595743072262,twitter.com,0,,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,May 02 07:12:11 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bulacan, Central Luzon, Philippines",Philippines,Central Luzon,Bulacan,14.79278,120.87889,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_2_1323414861200662528,TWITTER,1310430942398275584,brew_mate,Brew Mate,https://pbs.twimg.com/profile_images/1310431863664599040/m_2dgDQE_normal.jpg,,0,12,0,OTHER,,,,"It's choose-day mates! yasss! Your BREW MATE COLD BREW may be served HOT or COLD.

Just add up hot water (usually 1 part cold brew 3 parts hot water) of your desired volume. More water, less strong coffee.

#chooseday #either #hotandcold #coffeeriffic pic.twitter.com/h6d3zDXfQb",Twitter Update,Nov 03 00:01:05 2020,English,en,PH,PHOTO,https://twitter.com/brew_mate/status/1323414861200662528,twitter.com,0,Hootsuite Inc.,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Nov 03 00:01:05 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quezon City, National Capital Region, Philippines",Philippines,National Capital Region,Quezon City,14.6488,121.0509,,Twitter Update,,,,,,,,,Campaign ,Cold Brew,Brew Mate
TWITTER_2_1253521866968326149,TWITTER,1223681,wandrefool,드레이,https://pbs.twimg.com/profile_images/1291625261453029382/9UhH_ISc_normal.png,,973,0,0,,,,,"Jollibee, why? #happy #sanamasarap",Twitter Update,Apr 24 03:11:17 2020,English,en,PH,,https://twitter.com/wandrefool/status/1253521866968326149,twitter.com,0,TweetDeck,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Apr 24 03:11:17 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,,"Manila, National Capital Region, Philippines",Philippines,National Capital Region,Manila,14.6042,120.9822,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee,Jollibee
TWITTER_2_1232833972586987521,TWITTER,1690306418,jaylegaspi09,ISTYANN ✨🤘,https://pbs.twimg.com/profile_images/1396621690579210241/0JCSMtcp_normal.jpg,,1878,75,0,OTHER,,,,Kacrave iced coffee 🥺,Twitter Update,Feb 27 01:04:59 2020,English,en,PH,,https://twitter.com/show/status/1232833972586987521,twitter.com,0,Twitter for iPhone,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Feb 27 01:04:59 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manila, Metro Manila, Philippines",Philippines,Metro Manila,Manila,14.6042,120.9822,,Twitter Update,,,,,,,,,Interest/Craving,Iced Coffee,
TWITTER_4_1227219359346479104,TWITTER,1084092437075611649,KaoRhysLoveKPop,TiannyLovesKaoRhys&KPop,https://pbs.twimg.com/profile_images/1288426604843028482/EGLwowXi_normal.jpg,,522,65,0,OTHER,,,,"Kahit busy and late na magdinner, ayos lang kasi may masarap na food na may kasama pang iced coffee chocolate. 

Because of @iamrhysmiguel nagiging regular customer na ako nang @McDo_PH ha... pero if #KaoRhys (with @kaori_oinuma) ang may ad naku araw2x na yan!

Happy dinner :) https://t.co/O9tEqa8wg5",Twitter Mention,Feb 11 13:14:31 2020,Filipino,tl,PH,"PHOTO,PHOTO",https://twitter.com/show/status/1227219359346479104,twitter.com,0,Twitter for Android,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Feb 11 13:14:31 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bacolod City, Western Visayas, Philippines",Philippines,Western Visayas,Bacolod City,10.66667,122.95,,Twitter Mention,,,,,,,,,Consumption Habit,Iced Coffee Chocolate,Mcdo
TWITTER_2_1282542614613356544,TWITTER,97821038,yhar31,𝚁𝚊𝚢,https://pbs.twimg.com/profile_images/1385504127640227841/UBZuCG7j_normal.jpg,,465,64,0,OTHER,,,,Kahit malamig iced coffee pa din!,Twitter Update,Jul 13 05:09:22 2020,Filipino,tl,PH,,https://www.twitter.com/yhar31/status/1282542614613356544,twitter.com,0,Twitter for iPhone,6,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Jul 13 05:09:22 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manila, National Capital Region, Philippines",Philippines,National Capital Region,Manila,14.6042,120.9822,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_2_1244090873794539520,TWITTER,1080010334075707393,itzughdet,スォラ 🎭,https://pbs.twimg.com/profile_images/1393461086557401090/EKL9wHZO_normal.jpg,,239,56,0,OTHER,,,,"kaka iced coffee ko , tahol lang ni kulet nagugulat agad ako",Twitter Update,Mar 29 02:35:53 2020,Filipino,tl,PH,,https://twitter.com/show/status/1244090873794539520,twitter.com,0,Twitter for Android,0,,,,,false,,,,,,TWITTER,,NEGATIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Mar 29 02:35:53 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manila, Metro Manila, Philippines",Philippines,Metro Manila,Manila,14.6042,120.9822,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee Chocolate,
TWITTER_2_1325339540773511168,TWITTER,1070288962109894656,jecelannbisoyo,Jiceel,https://pbs.twimg.com/profile_images/1316946576435159040/NbaLzl6Y_normal.jpg,,170,50,0,OTHER,,,,kalami mag ice coffee oy,Twitter Update,Nov 08 07:29:05 2020,Filipino,tl,PH,,https://twitter.com/jecelannbisoyo/status/1325339540773511168,twitter.com,0,Twitter for Android,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Nov 08 07:29:05 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ormoc, Eastern Visayas, Philippines",Philippines,Eastern Visayas,Ormoc,11.00639,124.6075,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_2_1293858381799645185,TWITTER,973885606894776320,zephreash,nezzeh.,https://pbs.twimg.com/profile_images/1389983556198227971/BQVjirth_normal.jpg,,344,52,0,F,,,,kalami mag ice coffee!!!! ♥♥,Twitter Update,Aug 13 10:34:12 2020,Filipino,tl,PH,,https://www.twitter.com/nezelgenn/status/1293858381799645185,twitter.com,0,Twitter for Android,3,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Aug 13 10:34:12 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cagayan de Oro, Northern Mindanao, Philippines",Philippines,Northern Mindanao,Cagayan de Oro,8.48222,124.64722,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_2_1387775123265105937,TWITTER,1169153594907660288,vvanitale,V,https://pbs.twimg.com/profile_images/1404826898748772360/5x1kTY59_normal.jpg,,201,52,0,OTHER,,,,kalami mag iced coffee uy,Twitter Update,Apr 29 14:25:48 2021,Filipino,tl,PH,,https://twitter.com/vvanitale/status/1387775123265105937,twitter.com,0,Twitter for Android,1,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,"{GLOB | For Testing=[No], GLOB | IBS | Listening Review=[No]}",,,,,,,,,,,,,,,,Apr 29 14:25:48 2021,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,"Cebu City, Central Visayas, Philippines",Philippines,Central Visayas,Cebu City,10.31672,123.89071,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_2_1305748719959068672,TWITTER,771543268936912896,heyitsmineee,min,https://pbs.twimg.com/profile_images/1348165529748443139/i_pzUf51_normal.jpg,,511,61,0,OTHER,,,,kalooy sakong uyab basa gabie sa ulan 🤧 pero gi dalhan gyapon kog bff fries and ice coffee (biskan diko ga kape siya ramay ganahan og kape😂),Twitter Update,Sep 15 06:02:09 2020,Filipino,tl,PH,,https://twitter.com/heyitsmineee/status/1305748719959068672,twitter.com,0,Twitter for iPhone,2,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Sep 15 06:02:09 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tagoloan, Northern Mindanao, Philippines",Philippines,Northern Mindanao,Tagoloan,8.53954,124.75411,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee,Mcdo
TWITTER_2_1399292521751089153,TWITTER,906538048841596928,itsmekekai,ADIRA✨,https://pbs.twimg.com/profile_images/1401077084743639041/2o_e3t5I_normal.jpg,,71,46,0,OTHER,,,,"Kaya ayoko nagkakasakit eh, di ako makapag ice coffee hmmp!",Twitter Update,May 31 09:11:49 2021,Filipino,tl,PH,,https://twitter.com/itsmekekai/status/1399292521751089153,twitter.com,0,Twitter for Android,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,"{GLOB | For Testing=[No], GLOB | IBS | Listening Review=[No], GLOB | IBS | Hide=[Unhide]}",,,,,,,,,,,,,,,,May 31 09:11:49 2021,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Unhide,,,,,,,"Cavite, Calabarzon, Philippines",Philippines,Calabarzon,Cavite,14.47783,120.89322,,Twitter Update,,,,,,,,,Interest/Craving,Iced Coffee,
TWITTER_2_1273807727655915520,TWITTER,42579363,itsmercencabo,RC,https://pbs.twimg.com/profile_images/1387971658560937986/xzP3aTFL_normal.jpg,,432,66,0,OTHER,,,,Korean coffee is so mild. I want a COLD BREW from Bo's!,Twitter Update,Jun 19 02:40:03 2020,English,en,PH,,https://www.twitter.com/itsmercencabo/status/1273807727655915520,twitter.com,0,,1,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Jun 19 02:40:03 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iligan City, Soccsksargen, Philippines",Philippines,Soccsksargen,Iligan City,8.25,124.4,,Twitter Update,,,,,,,,,Interest/Craving,Iced Coffee,Bo's
TWITTER_2_1376483644521336832,TWITTER,4881009009,wonderdoggo,-,https://pbs.twimg.com/profile_images/1392640836660207616/B84ypADN_normal.jpg,,46025,74,0,,,,,KWEK KWEK or TIM HORTONS ICED COFFEE,Twitter Update,Mar 29 10:37:29 2021,Filipino,tl,PH,,https://twitter.com/wonderdoggo/status/1376483644521336832,twitter.com,0,Twitter Web App,2,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,"{GLOB | For Testing=[No], GLOB | IBS | Listening Review=[No]}",,,,,,,,,,,,,,,,Mar 29 10:37:29 2021,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,"Olongapo, Central Luzon, Philippines",Philippines,Central Luzon,Olongapo,14.82917,120.28278,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee,Tim Hortons
TWITTER_4_1249049168967905281,TWITTER,1055050491426729984,charcharrrp,charissa,https://pbs.twimg.com/profile_images/1246812633166008321/C70kuJGM_normal.jpg,,226,44,0,OTHER,,,,KYLEEE HAPPY BIRTHDAY!!!! 🎉🎂 ingat ka palagi & enjoy your quarantine celeb!✨(hays asan na iced coffee q?) : < @Kyle___DC,Twitter Mention,Apr 11 18:58:23 2020,Filipino,tl,PH,,https://twitter.com/show/status/1249049168967905281,twitter.com,1,Twitter for Android,1,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Apr 11 18:58:23 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippines,,,13,122,,Twitter Mention,,,,,,,,,Interest/Craving,Iced Coffee,
TWITTER_2_1257324239503257602,TWITTER,968832562893238273,notyourluwisa,ac,https://pbs.twimg.com/profile_images/1402667140214255617/Ie4HIz8F_normal.jpg,,278,58,0,OTHER,,,,lakas din ng trip ko gumawa ng iced coffee gabing gabi,Twitter Update,May 04 15:00:33 2020,Filipino,tl,PH,,https://www.twitter.com/notyourluwisa/status/1257324239503257602,twitter.com,0,,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,May 04 15:00:33 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippines,Bicol,,11.85,124.03333,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_2_1325677016423673856,TWITTER,1013289400929681410,neyahbee,𝚍𝚊𝚍𝚍𝚞 🌙,https://pbs.twimg.com/profile_images/1400001672005312520/IUu6rmvB_normal.jpg,,431,59,0,OTHER,,,,lami kay mag iced coffee🥺,Twitter Update,Nov 09 05:50:05 2020,Filipino,tl,PH,,https://twitter.com/neyahbee/status/1325677016423673856,twitter.com,0,Twitter for Android,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Nov 09 05:50:05 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippines,,Cagayan De Oro City,8.231283,124.445405,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_2_1364563256266817541,TWITTER,238407043,_Willerz,𝒘𝒊𝒍𝒍𝒐𝒘,https://pbs.twimg.com/profile_images/1386895148487909382/mo0KZje0_normal.jpg,,395,55,0,OTHER,,,,last iced coffee na promise 😭,Twitter Update,Feb 24 13:10:07 2021,English,en,PH,,https://twitter.com/_Willerz/status/1364563256266817541,twitter.com,0,Twitter for Android,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Feb 24 13:10:07 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippines,,,13,122,,Twitter Update,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_2_1381836249187540992,TWITTER,3637689378,jrpereja27,Aeijnn,https://pbs.twimg.com/profile_images/1377254378000719874/jC-oYgYi_normal.jpg,,230,53,0,OTHER,,,,Leggo! 😂,Twitter Update,Apr 13 05:06:50 2021,English,en,PH,,https://twitter.com/jrpereja27/status/1381836249187540992,twitter.com,0,Twitter for iPhone,1,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,"{GLOB | For Testing=[No], GLOB | IBS | Listening Review=[No]}",,,,,,,,,,,,,,,,Apr 13 05:06:50 2021,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Philippines,,,13,122,,Twitter Update,,,,,,,,,Trending,Iced Coffee,
TWITTER_2_1386167797269426177,TWITTER,2921933202,minimi3list,Miel,https://pbs.twimg.com/profile_images/1374055322407432197/J_baKJpH_normal.jpg,,119,47,0,,,,,"Less acidic nga, pero nagtatae naman ako sa cold brew hahahahahaha pic.twitter.com/CJy0J2gpWZ",Twitter Update,Apr 25 03:58:51 2021,Filipino,tl,PH,"VIDEO,PHOTO",https://twitter.com/minimi3list/status/1386167797269426177,twitter.com,0,Twitter for iPhone,0,,,,,false,,,,,,TWITTER,,NEGATIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,"{GLOB | For Testing=[No], GLOB | IBS | Listening Review=[No]}",,,,,,,,,,,,,,,,Apr 25 03:58:51 2021,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,"Antipolo, Calabarzon, Philippines",Philippines,Calabarzon,Antipolo,14.62578,121.12251,,Twitter Update,,,,,,,,,Consumption Habit,Cold Brew,
TWITTER_4_1397209725268287488,TWITTER,86829922,xandz34,rhea go 王清清,https://pbs.twimg.com/profile_images/1316718760875630593/0lN3Dejd_normal.jpg,,517,68,0,,,,,"Luckily, it is not bitter coffee ☕ 🧊 
#mcdo #mcdoph #coffee #icedcoffee #kape #drink #mccoffee #mcdocoffee #coffeedrink #咖啡 @McDo_PH @McDonalds
May 23, 2021 (2 photos by me) pic.twitter.com/lwAVAjeXqX",Twitter Mention,May 25 15:15:32 2021,English,en,PH,"PHOTO,PHOTO",https://twitter.com/xandz34/status/1397209725268287488,twitter.com,0,Twitter for Android,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,"{GLOB | For Testing=[No], GLOB | IBS | Listening Review=[No], GLOB | IBS | Hide=[Unhide]}",,,,,,,,,,,,,,,,May 25 15:15:32 2021,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Unhide,,,,,,,,Philippines,,,13,122,,Twitter Mention,,,,,,,,,Consumption Habit,Iced Coffee,Mcdo
